pub_number,cit_number
US-2016206337-A1,US-2006259070-A1
US-2016210606-A1,US-2009029851-A1
US-2016288183-A1,US-2008190258-A1
US-2018008655-A1,US-7669522-B2
US-2016210606-A1,US-2007007267-A1
US-2018370247-A1,US-8113615-B2
US-2017286622-A1,US-2006012942-A1
US-2016287094-A1,US-7450999-B1
US-2018083346-A1,US-2005008322-A1
US-2016206785-A1,US-2005024977-A1
US-2016287127-A1,US-2004267153-A1
US-2016289196-A1,US-7429609-B2
US-2016300858-A1,US-2004006592-A1
US-2016294951-A1,US-2004049233-A1
US-2017286467-A1,US-2004004978-A1
US-2017288397-A1,US-6738242-B1
US-2016287213-A1,US-2002014594-A1
US-2018172500-A1,US-2001038018-A1
US-2018051399-A1,US-2002054031-A1
US-2018119419-A1,US-6698710-B1
US-2016381789-A1,US-6743982-B2
US-2018281432-A1,US-6158851-A
US-2016209392-A1,US-5892142-A
US-2016287023-A1,US-5868249-A
US-2018086127-A1,US-5797323-A
US-2018120176-A1,US-5889215-A
US-2016287178-A1,US-5916177-A
US-2016255082-A1,US-5555426-A
US-2016287969-A1,US-4590622-A
US-2018087542-A1,US-4281684-A
US-2018087542-A1,US-3768516-A
US-2018087542-A1,US-3696710-A
US-2017179120-A1,US-2016284700-A1
US-2017001743-A1,US-2017107008-A1
US-2016292506-A1,US-2015358567-A1
US-2017278133-A1,US-2016328282-A1
US-2016317915-A1,US-2018101290-A1
US-2018135816-A1,US-2015131062-A1
US-2016336602-A1,US-2015037692-A1
US-2017117578-A1,US-2016014926-A1
US-2018302773-A1,US-2014355430-A1
US-2017280279-A1,US-2017006449-A1
US-2016280439-A1,US-2014199002-A1
US-2016206939-A1,US-2016010133-A1
US-2016318589-A1,US-2014032479-A1
US-2018066794-A1,US-2014014804-A1
US-2018087159-A1,US-2015005639-A1
US-2016211248-A1,US-2014104533-A1
US-2017160830-A1,US-2013341651-A1
US-2018068681-A1,US-2013221461-A1
US-2017277254-A1,US-2013278631-A1
US-2018029892-A1,US-2014027370-A1
US-2019116269-A1,US-2014219431-A1
US-2017083138-A1,US-2013271675-A1
US-2017277440-A1,US-2011280307-A1
US-2017273774-A1,US-2012053649-A1
US-2016206847-A1,US-9302068-B2
US-2016209884-A1,US-2011096513-A1
US-2016291486-A1,US-2010007265-A1
US-2018090640-A1,US-2011163349-A1
US-2016306478-A1,US-8330734-B2
US-2016291486-A1,US-2011005735-A1
US-2016278295-A1,US-2009241474-A1
US-2018131167-A1,US-7690936-B1
US-2016285361-A1,US-2009014754-A1
US-2016290701-A1,US-2008277492-A1
US-2017042437-A1,US-2009306524-A1
US-2016252234-A1,US-8207546-B2
US-2016330304-A1,US-2008147685-A1
US-2017273849-A1,US-7506460-B2
US-2017277235-A1,US-7420810-B2
US-2017126826-A1,US-2008022075-A1
US-2016288087-A1,US-7666380-B2
US-2018079832-A1,US-2007015678-A1
US-2017105928-A1,US-2006028079-A1
US-2017059919-A1,US-2005253994-A1
US-2016281942-A1,US-2007012133-A1
US-2017279773-A1,US-2009025466-A1
US-2016294221-A1,US-6934167-B2
US-2017277440-A1,US-2003231640-A1
US-2018131167-A1,US-6734359-B2
US-2016251533-A1,US-2002055558-A1
US-2016296325-A1,US-2003078652-A1
US-2016206183-A1,US-2002198470-A1
US-2017273615-A1,US-6898550-B1
US-2017285394-A1,US-6337727-B1
US-2018067355-A1,US-6621550-B1
US-2016288357-A1,US-5894978-A
US-2016206847-A1,US-5693266-A
US-2016280097-A1,US-5668357-A
US-2018087159-A1,US-5478872-A
US-2016281885-A1,US-5555695-A
US-2016251533-A1,US-5209777-A
US-2016209637-A1,US-4677471-A
US-2018076468-A1,US-2011111327-A1
US-2016279366-A1,US-6705319-B1
US-2017117745-A1,US-2016099607-A1
US-2018098369-A1,US-2015382324-A1
US-2016315097-A1,US-2016020255-A1
US-2018111724-A1,US-9974419-B2
US-2017212065-A1,US-2017074730-A1
US-2017277764-A1,US-9298884-B1
US-2018116701-A1,US-2015196294-A1
US-2017278128-A1,US-2016103758-A1
US-2017293168-A1,US-2015085223-A1
US-2018173245-A1,US-2015035320-A1
US-2016320679-A1,US-2015036073-A1
US-2017293168-A1,US-2014340620-A1
US-2017026031-A1,US-2014285286-A1
US-2016282460-A1,US-2014200856-A1
US-2016281523-A1,US-2015184528-A1
US-2018147779-A1,US-2015032868-A1
US-2018114182-A1,US-2014020104-A1
US-2016284347-A1,US-2015032449-A1
US-2017274823-A1,US-2015296108-A1
US-2016278749-A1,US-2014000571-A1
US-2018203506-A1,US-2014350942-A1
US-2017021132-A1,US-2013296983-A1
US-2018043507-A1,US-2014003850-A1
US-2016284629-A1,US-2014239472-A1
US-2017274224-A1,US-2013150646-A1
US-2017278842-A1,US-2014091360-A1
US-2018095366-A1,US-2013023511-A1
US-2016278505-A1,US-2013333090-A1
US-2018057645-A1,US-2012299039-A1
US-2018095366-A1,US-2014030722-A1
US-2018042782-A1,US-2013226120-A1
US-2016281613-A1,US-2013269652-A1
US-2016211410-A1,US-2012074441-A1
US-2018095366-A1,US-2013007645-A1
US-2016284629-A1,US-2011278709-A1
US-2017274505-A1,US-2011167642-A1
US-2016207021-A1,US-2011159289-A1
US-2018095366-A1,US-2012229744-A1
US-2018095366-A1,US-2011177302-A1
US-2018169951-A1,US-8546717-B2
US-2017273589-A1,US-2012029373-A1
US-2016298868-A1,US-2012002971-A1
US-2017139930-A1,US-8655111-B2
US-2016319687-A1,US-8201834-B1
US-2016210217-A1,US-2011145785-A1
US-2016282400-A1,US-2011066300-A1
US-2018080741-A1,US-2010288116-A1
US-2016278868-A1,US-2010076563-A1
US-2018141159-A1,US-2010006228-A1
US-2016318057-A1,US-2008296410-A1
US-2017277961-A1,US-2008018148-A1
US-2018070247-A1,US-2009026413-A1
US-2018202932-A1,US-2013001191-A1
US-2016287235-A1,US-8187315-B1
US-2016281523-A1,US-7784264-B2
US-2018040913-A1,US-2007020737-A1
US-2018107445-A1,US-7912187-B1
US-2018051090-A1,US-2008124761-A1
US-2017004869-A1,US-2007061494-A1
US-2016210343-A1,US-7551922-B2
US-2017277896-A1,US-2005081071-A1
US-2016319687-A1,US-2006007842-A1
US-2016279522-A1,US-2004259613-A1
US-2016206360-A1,US-2004249349-A1
US-2016278801-A1,US-2005003331-A1
US-2017139978-A1,US-7346627-B2
US-2016283439-A1,US-2004007377-A1
US-2018111724-A1,US-6840405-B2
US-2016347860-A1,US-2003011903-A1
US-2016281523-A1,US-6547257-B2
US-2018166251-A1,US-2004026807-A1
US-2017293168-A1,US-2001030720-A1
US-2017278955-A1,US-2002005370-A1
US-2016278612-A1,US-6591130-B2
US-2016285408-A1,US-6588711-B2
US-2018133958-A1,US-5753274-A
US-2016210092-A1,US-5940581-A
US-2016282377-A1,US-5812419-A
US-2017273872-A1,US-5419445-A
US-2016279388-A1,US-5308356-A
US-2017021143-A1,US-5308356-A
US-2018024388-A1,US-5296302-A
US-2017138428-A1,US-5050338-A
US-2016304066-A1,US-3854750-A
US-2018111724-A1,US-3805994-A
US-2017273010-A1,US-2017015427-A1
US-2016212356-A1,US-2016267720-A1
US-2017278163-A1,US-2016042471-A1
US-2018112068-A1,US-9332751-B2
US-2016279730-A1,US-2018085846-A1
US-2017020399-A1,US-2016070245-A1
US-2017277536-A1,US-2016009223-A1
US-2016202482-A1,US-2015123878-A1
US-2017278157-A1,US-2015016161-A1
US-2017204348-A1,US-2016023011-A1
US-2016279745-A1,US-2015377267-A1
US-2018051193-A1,US-9768386-B2
US-2016300452-A1,US-2015310696-A1
US-2017060379-A1,US-2015161821-A1
US-2016282623-A1,US-2015026846-A1
US-2018180953-A1,US-2016054621-A1
US-2018318393-A1,US-2015001712-A1
US-2018069818-A1,US-2013212494-A1
US-2017205644-A1,US-8958026-B2
US-2016282200-A1,US-2014174574-A1
US-2017275956-A1,US-9109417-B2
US-2017276000-A1,US-2014120308-A1
US-2016304211-A1,US-2013094963-A1
US-2016377233-A1,US-2014160761-A1
US-2016287763-A1,US-2013296816-A1
US-2018086943-A1,US-2012027040-A1
US-2017276011-A1,US-8459614-B2
US-2016281965-A1,US-7988336-B1
US-2016279367-A1,US-2011284008-A1
US-2016206450-A1,US-2013017892-A1
US-2016281471-A1,US-2011094727-A1
US-2017276021-A1,US-2012023778-A1
US-2016286230-A1,US-2011176611-A1
US-2018027870-A1,US-2010242977-A1
US-2017277265-A1,US-2011167391-A1
US-2016199162-A1,US-2011070012-A1
US-2016206450-A1,US-2010001062-A1
US-2016297815-A1,US-7906648-B2
US-2016206310-A1,US-2010012702-A1
US-2017273664-A1,US-2011077526-A1
US-2016279817-A1,US-2012047743-A1
US-2016206310-A1,US-2009247943-A1
US-2018113014-A1,US-7930115-B2
US-2016209871-A1,US-2009061928-A1
US-2018052965-A1,US-2009058636-A1
US-2016199162-A1,US-2010078344-A1
US-2016205320-A1,US-2009005899-A1
US-2016201166-A1,US-2008018507-A1
US-2016285935-A1,US-2008136670-A1
US-2016212134-A1,US-7860809-B2
US-2017274496-A1,US-7329174-B2
US-2016277027-A1,US-2008007945-A1
US-2017138568-A1,US-2007273265-A1
US-2016305368-A1,US-7578132-B2
US-2018062029-A1,US-2007005724-A1
US-2018062047-A1,US-2005211989-A1
US-2018086943-A1,US-2008038995-A1
US-2016278660-A1,US-2004152997-A1
US-2017276056-A1,US-2004007894-A1
US-2017278108-A1,US-2004006850-A1
US-2018359961-A1,US-7066403-B2
US-2016284580-A1,US-2004018247-A1
US-2017276977-A1,US-2004005194-A1
US-2017276375-A1,US-6570136-B1
US-2016206310-A1,US-2002128552-A1
US-2016314511-A1,US-2002003249-A1
US-2018116457-A1,US-6320169-B1
US-2016279429-A1,US-6516227-B1
US-2016211621-A1,US-6287148-B1
US-2017273837-A1,US-6099509-A
US-2017274387-A1,US-5826807-A
US-2016199162-A1,US-5826998-A
US-2018052786-A1,US-6209041-B1
US-2016291803-A1,US-5768614-A
US-2016278839-A1,US-5709224-A
US-2016272798-A1,US-6300451-B1
US-2016279889-A1,US-5275775-A
US-2018110918-A1,US-5163557-A
US-2016287428-A1,US-5125916-A
US-2017276698-A1,US-5142921-A
US-2017033559-A1,US-5157273-A
US-2016270497-A1,US-4970741-A
US-2016202738-A1,US-5112119-A
US-2016199162-A1,US-4800905-A
US-2018119833-A1,US-4712583-A
US-2016202451-A1,US-4467361-A
US-2018110918-A1,US-4429793-A
US-2017277539-A1,US-4409654-A
US-2016199162-A1,US-4326548-A
US-2018110918-A1,US-4243035-A
US-2017274387-A1,US-3951347-A
US-2018116120-A1,US-3596450-A
US-2018375733-A1,US-2018034860-A1
US-2019081825-A1,US-2017214518-A1
US-2018112099-A1,US-2016200937-A1
US-2017279812-A1,US-2016015667-A1
US-2017123624-A1,US-2016078106-A1
US-2016288206-A1,US-2016007490-A1
US-2018048001-A1,US-2018149312-A1
US-2017262359-A1,US-9417994-B2
US-2018077552-A1,US-2016344726-A1
US-2016282005-A1,US-2016329844-A1
US-2017279786-A1,US-2015058950-A1
US-2016279017-A1,US-2015223970-A1
US-2018066160-A1,US-2015028795-A1
US-2016284973-A1,US-2014292148-A1
US-2016279032-A1,US-2014051926-A1
US-2017276864-A1,US-2014008557-A1
US-2018110149-A1,US-2014035301-A1
US-2017276020-A1,US-2014005241-A1
US-2018112099-A1,US-2013146241-A1
US-2018056451-A1,US-2015313025-A1
US-2016281590-A1,US-2014294577-A1
US-2017277760-A1,US-2014074840-A1
US-2016205381-A1,US-2013001008-A1
US-2018058242-A1,US-2012324903-A1
US-2016285701-A1,US-2013332899-A1
US-2018074581-A1,US-9317113-B1
US-2016202446-A1,US-2012224841-A1
US-2016278932-A1,US-2016038161-A1
US-2016208735-A1,US-2012260882-A1
US-2018044494-A1,US-2014007994-A1
US-2018012353-A1,US-2012218516-A1
US-2018112099-A1,US-2014213692-A1
US-2017277465-A1,US-2012018278-A1
US-2017367408-A1,US-2012325227-A1
US-2017072396-A1,US-2012178097-A1
US-2017006135-A1,US-9886483-B1
US-2016281516-A1,US-2012211943-A1
US-2016281909-A1,US-8511646-B1
US-2018024453-A1,US-2012247572-A1
US-2018079265-A1,US-2011074564-A1
US-2016278760-A1,US-2010318125-A1
US-2018070846-A1,US-2010204585-A1
US-2018112734-A1,US-2011272229-A1
US-2018112777-A1,US-8360161-B2
US-2016275520-A1,US-2011010509-A1
US-2017273553-A1,US-2010007851-A1
US-2018058977-A1,US-7688431-B1
US-2016278760-A1,US-2009319043-A1
US-2016199778-A1,US-8344073-B2
US-2016339423-A1,US-2009168066-A1
US-2016291360-A1,US-2009122244-A1
US-2017074476-A1,US-2010018801-A1
US-2018049010-A1,US-8280342-B1
US-2018104165-A1,US-2009053161-A1
US-2016240027-A1,US-2008008567-A1
US-2018099895-A1,US-2009088309-A1
US-2018118405-A1,US-7428781-B2
US-2016287294-A1,US-2009204155-A1
US-2018051064-A1,US-2007087001-A1
US-2018050521-A1,US-2008029521-A1
US-2018132102-A1,US-2006280152-A1
US-2018095216-A1,US-2007018970-A1
US-2016310077-A1,US-2007233065-A1
US-2017115478-A1,US-7543959-B2
US-2018104065-A1,US-2007055380-A1
US-2017276064-A1,US-2006289072-A1
US-2016279348-A1,US-2005249885-A1
US-2018137888-A1,US-2005226133-A1
US-2017274546-A1,US-2006180031-A1
US-2016287294-A1,US-2006149235-A1
US-2017051222-A1,US-2005007720-A1
US-2017274546-A1,US-2004250667-A1
US-2017022829-A1,US-6884030-B2
US-2018054018-A1,US-2003036316-A1
US-2018083297-A1,US-2003016572-A1
US-2018092255-A1,US-2006008901-A1
US-2016278932-A1,US-2003055507-A1
US-2016349932-A1,US-2002032641-A1
US-2016349932-A1,US-2001046862-A1
US-2016279017-A1,US-6093159-A
US-2016273655-A1,US-6073938-A
US-2017273400-A1,US-5694706-A
US-2016279348-A1,US-5709653-A
US-2018112099-A1,US-5708093-A
US-2016281516-A1,US-5104286-A
US-2017274151-A1,US-5143414-A
US-2016299267-A1,US-4898897-A
US-2016208735-A1,US-4721080-A
US-2016280638-A1,US-4400536-A
US-2016236133-A1,US-4288278-A
US-2017278209-A1,US-2017019317-A1
US-2017278806-A1,US-2016173803-A1
US-2017278366-A1,US-2016022512-A1
US-2017278074-A1,US-2017021375-A1
US-2017279196-A1,US-2016026104-A1
US-2016281594-A1,US-2016312651-A1
US-2016292114-A1,US-2015109026-A1
US-2018301886-A1,US-2015357810-A1
US-2018065735-A1,US-2015160658-A1
US-2016281629-A1,US-2016237937-A1
US-2016204395-A1,US-2016049621-A1
US-2018055203-A1,US-2014140567-A1
US-2016307262-A1,US-2015012426-A1
US-2016302721-A1,US-2013217998-A1
US-2016279013-A1,US-2014221895-A1
US-2017115394-A1,US-2015035533-A1
US-2017274145-A1,US-2014099594-A1
US-2017273403-A1,US-2013104422-A1
US-2018332178-A1,US-2013008052-A1
US-2017276834-A1,US-2013001404-A1
US-2017279757-A1,US-8726400-B1
US-2017278366-A1,US-8502868-B2
US-2018111368-A1,US-8899730-B2
US-2018096832-A1,US-8426804-B2
US-2018078857-A1,US-2014080557-A1
US-2017278074-A1,US-2012007200-A1
US-2018055203-A1,US-8611969-B2
US-2016283968-A1,US-2013024626-A1
US-2017276374-A1,US-2013022029-A1
US-2017279196-A1,US-9711866-B1
US-2018055203-A1,US-8540363-B2
US-2018117890-A1,US-2011002063-A1
US-2018104938-A1,US-2011002063-A1
US-2016331600-A1,US-2012095429-A1
US-2016284244-A1,US-2011062318-A1
US-2016199960-A1,US-2012028522-A1
US-2016284238-A1,US-2010167254-A1
US-2018048941-A1,US-2010151882-A1
US-2017132462-A1,US-8977571-B1
US-2016280589-A1,US-2011009235-A1
US-2016284243-A1,US-2012040323-A1
US-2016281594-A1,US-2010296924-A1
US-2018054575-A1,US-7750296-B2
US-2017278010-A1,US-2009003201-A1
US-2017263922-A1,US-2010273058-A1
US-2017279657-A1,US-2008091777-A1
US-2016198772-A1,US-2007028065-A1
US-2018131385-A1,US-7283082-B1
US-2016199223-A1,US-2006005285-A1
US-2016199089-A1,US-7407075-B2
US-2017276806-A1,US-2006015290-A1
US-2018068637-A1,US-2006011961-A1
US-2018122627-A1,US-6730904-B1
US-2017280043-A1,US-7428002-B2
US-2018055203-A1,US-6688421-B2
US-2017047986-A1,US-2004022956-A1
US-2018065348-A1,US-6965003-B2
US-2016243231-A1,US-2003013441-A1
US-2017273484-A1,US-6382476-B1
US-2017278806-A1,US-6462423-B1
US-2017276355-A1,US-6126390-A
US-2018044833-A1,US-5937492-A
US-2018112694-A1,US-5851107-A
US-2016310066-A1,US-5833603-A
US-2017276006-A1,US-5232340-A
US-2018066571-A1,US-4903656-A
US-2018310789-A1,US-4920608-A
US-2017275662-A1,US-4957563-A
US-2016198920-A1,US-4665582-A
US-2018066571-A1,US-4638777-A
US-2016198920-A1,US-4573237-A
US-2017033669-A1,US-2017012513-A1
US-2019014498-A1,US-2018004906-A1
US-2017265523-A1,US-2017367407-A1
US-2016278729-A1,US-2016074001-A1
US-2018160382-A1,US-2017265154-A1
US-2017270512-A1,US-2015356548-A1
US-2016270777-A1,US-2015073441-A1
US-2017265880-A1,US-2015313640-A1
US-2017267583-A1,US-2015284620-A1
US-2018115903-A1,US-2015373554-A1
US-2016274301-A1,US-2014197896-A1
US-2017020148-A1,US-2014216268-A1
US-2017265880-A1,US-2014031882-A1
US-2016332756-A1,US-2013276415-A1
US-2016198915-A1,US-2014237757-A1
US-2017270679-A1,US-2014118521-A1
US-2017267583-A1,US-2014096705-A1
US-2016291988-A1,US-2013028979-A1
US-2018046522-A1,US-2013031525-A1
US-2017268375-A1,US-2014010637-A1
US-2016332756-A1,US-2012167532-A1
US-2016352147-A1,US-2012161539-A1
US-2016275352-A1,US-8810599-B1
US-2017271704-A1,US-2014013857-A1
US-2017059667-A1,US-2011301897-A1
US-2016278698-A1,US-2012232354-A1
US-2017268215-A1,US-8376254-B2
US-2016204440-A1,US-2012315550-A1
US-2016202236-A1,US-2009074617-A1
US-2016282686-A1,US-7884912-B2
US-2018124323-A1,US-2010321674-A1
US-2016199093-A1,US-2009026490-A1
US-2016278698-A1,US-2009326356-A1
US-2017270710-A1,US-8044955-B1
US-2016286398-A1,US-2008045181-A1
US-2017008974-A1,US-7608413-B1
US-2016270836-A1,US-2008275457-A1
US-2016281738-A1,US-2009067979-A1
US-2017257965-A1,US-7530541-B2
US-2016309629-A1,US-2009099678-A1
US-2016305306-A1,US-2006213459-A1
US-2017272869-A1,US-2007026906-A1
US-2016270777-A1,US-2006178683-A1
US-2017026148-A1,US-2006015568-A1
US-2017268135-A1,US-2006137156-A1
US-2016296225-A1,US-7585305-B2
US-2018110584-A1,US-2002151769-A1
US-2016202739-A1,US-2001048590-A1
US-2016270836-A1,US-5743910-A
US-2016270801-A1,US-5688284-A
US-2018048646-A1,US-5805674-A
US-2017270679-A1,US-5850472-A
US-2016278698-A1,US-5366487-A
US-2017268135-A1,US-5446952-A
US-2018079761-A1,US-4756971-A
US-2017266218-A1,US-4218536-A
US-2018067239-A1,US-2010011981-A1
US-2017267016-A1,US-5617660-A
US-2017267016-A1,US-5492476-A
US-2017267016-A1,US-5515900-A
US-2017266684-A1,US-5056458-A
US-2017171721-A1,US-2017026794-A1
US-2017267360-A1,US-2017225791-A1
US-2017269964-A1,US-2017221173-A1
US-2018064976-A1,US-2016029877-A1
US-2018035453-A1,US-2016027011-A1
US-2018084454-A1,US-2015319753-A1
US-2017271322-A1,US-2016006437-A1
US-2016270463-A1,US-2016144263-A1
US-2016279112-A1,US-2015132410-A1
US-2018105687-A1,US-2016240836-A1
US-2016343061-A1,US-2015011283-A1
US-2018227160-A1,US-2015049828-A1
US-2018083717-A1,US-2014348018-A1
US-2016300910-A1,US-2016233080-A1
US-2016274162-A1,US-2015039042-A1
US-2016270738-A1,US-2015005588-A1
US-2016367202-A1,US-2014278229-A1
US-2016281727-A1,US-2014341706-A1
US-2016217180-A1,US-2015026153-A1
US-2016270804-A1,US-2016022890-A1
US-2018029282-A1,US-2017057724-A1
US-2016274276-A1,US-2014211150-A1
US-2017265897-A1,US-2015057572-A1
US-2017269907-A1,US-2014282439-A1
US-2016270897-A1,US-2014135906-A1
US-2019016907-A1,US-2013177703-A1
US-2016271381-A1,US-2014142541-A1
US-2016274741-A1,US-2015207854-A1
US-2016273676-A1,US-2014100673-A1
US-2018045097-A1,US-2015020506-A1
US-2018063780-A1,US-2013010775-A1
US-2016271699-A1,US-2013312928-A1
US-2017269149-A1,US-2012153975-A1
US-2017269654-A1,US-9506821-B1
US-2018070570-A1,US-8478814-B2
US-2016199218-A1,US-2011306999-A1
US-2016271732-A1,US-2011259858-A1
US-2016270978-A1,US-2012027771-A1
US-2016270971-A1,US-2012027771-A1
US-2016270982-A1,US-2012027771-A1
US-2016270977-A1,US-2012027771-A1
US-2016270975-A1,US-2012027771-A1
US-2016270972-A1,US-2012027771-A1
US-2016270979-A1,US-2012027771-A1
US-2016270797-A1,US-2011218575-A1
US-2016270766-A1,US-2013034555-A1
US-2016273764-A1,US-2013007179-A1
US-2016276834-A1,US-2011118891-A1
US-2016204881-A1,US-2012126821-A1
US-2017179919-A1,US-2011062825-A1
US-2018097156-A1,US-2012018271-A1
US-2017273224-A1,US-2012140402-A1
US-2017269279-A1,US-2011245820-A1
US-2017270122-A1,US-2011196859-A1
US-2017268912-A1,US-2010126780-A1
US-2016271735-A1,US-8994592-B2
US-2016275469-A1,US-2011219118-A1
US-2018145429-A1,US-8444443-B2
US-2016202098-A1,US-2012012512-A1
US-2016202338-A1,US-2010013475-A1
US-2016271352-A1,US-8974486-B2
US-2016271290-A1,US-2011021965-A1
US-2018050431-A1,US-2009107308-A1
US-2016271349-A1,US-2011240034-A1
US-2016274057-A1,US-2009014757-A1
US-2018085369-A1,US-8188102-B2
US-2016202338-A1,US-2010329528-A1
US-2016270897-A1,US-2008183248-A1
US-2016271290-A1,US-2008140192-A1
US-2017271322-A1,US-2008006259-A1
US-2016272828-A1,US-2009186162-A1
US-2016271381-A1,US-2008026968-A1
US-2017268360-A1,US-2010026459-A1
US-2018177804-A1,US-2008070845-A1
US-2018069548-A1,US-2007244613-A1
US-2018081274-A1,US-2007172759-A1
US-2018244857-A1,US-2010009349-A1
US-2016198953-A1,US-2008114213-A1
US-2017267330-A1,US-2008237392-A1
US-2019016907-A1,US-8221955-B2
US-2018086076-A1,US-2007024676-A1
US-2018244924-A1,US-2007144280-A1
US-2016199977-A1,US-2007019291-A1
US-2017027077-A1,US-2010028414-A1
US-2016198932-A1,US-2006014913-A1
US-2016275135-A1,US-2006294151-A1
US-2016268518-A1,US-2005258742-A1
US-2016268518-A1,US-7154114-B2
US-2018072865-A1,US-2006074157-A1
US-2016199218-A1,US-2008306507-A1
US-2016270592-A1,US-2005068846-A1
US-2017267388-A1,US-2005103572-A1
US-2017268349-A1,US-7575417-B2
US-2017272755-A1,US-2005047504-A1
US-2018045906-A1,US-6796821-B2
US-2017082067-A1,US-6640549-B1
US-2017267531-A1,US-7115305-B2
US-2017266062-A1,US-7435243-B2
US-2018045097-A1,US-2005069476-A1
US-2017270516-A1,US-2003046237-A1
US-2017020510-A1,US-2003078599-A1
US-2017027077-A1,US-2003030997-A1
US-2017268344-A1,US-6497776-B1
US-2016281533-A1,US-6290467-B1
US-2016270766-A1,US-6200268-B1
US-2016192968-A1,US-6155756-A
US-2016301274-A1,US-6140733-A
US-2016270463-A1,US-6092239-A
US-2017119491-A1,US-5916149-A
US-2017036180-A1,US-5944419-A
US-2016270463-A1,US-5623729-A
US-2016270797-A1,US-5190548-A
US-2018057130-A1,US-5152240-A
US-2017189758-A1,US-4616639-A
US-2016310633-A1,US-2016250013-A1
US-2017270457-A1,US-2017163650-A1
US-2017270437-A1,US-2017163650-A1
US-2018069660-A1,US-2016013517-A1
US-2018097365-A1,US-2017054301-A1
US-2018070372-A1,US-2016026214-A1
US-2017060299-A1,US-2015130754-A1
US-2017126423-A1,US-2015006197-A1
US-2016278138-A1,US-2016066233-A1
US-2018243490-A1,US-2015367049-A1
US-2018048565-A1,US-2014313973-A1
US-2018092527-A1,US-2014226130-A1
US-2016270911-A1,US-2014022213-A1
US-2017155039-A1,US-2014015078-A1
US-2017076656-A1,US-2014184657-A1
US-2018056086-A1,US-2014277344-A1
US-2018066343-A1,US-2014271319-A1
US-2016196983-A1,US-2013200450-A1
US-2018045516-A1,US-2015363653-A1
US-2018048565-A1,US-2014185519-A1
US-2016281718-A1,US-2013302142-A1
US-2016198520-A1,US-2013039231-A1
US-2018095368-A1,US-2014248561-A1
US-2016271010-A1,US-2012253236-A1
US-2018075936-A1,US-2013240763-A1
US-2016277838-A1,US-9055372-B2
US-2018209696-A1,US-2013312376-A1
US-2018123512-A1,US-2012176763-A1
US-2018097365-A1,US-2014008912-A1
US-2018097365-A1,US-2014001759-A1
US-2017267111-A1,US-2013020989-A1
US-2016272873-A1,US-2012125604-A1
US-2016196390-A1,US-2012028405-A1
US-2018123895-A1,US-2012308225-A1
US-2016281718-A1,US-2013259720-A1
US-2018083794-A1,US-2013034104-A1
US-2016197832-A1,US-2013022046-A1
US-2016324306-A1,US-2012233798-A1
US-2018243223-A1,US-2012294947-A1
US-2018078931-A1,US-2012224179-A1
US-2016270812-A1,US-2012197253-A1
US-2016272295-A1,US-2011005929-A1
US-2016273101-A1,US-2012034378-A1
US-2016200454-A1,US-2012014759-A1
US-2016270914-A1,US-2012008387-A1
US-2016272257-A1,US-8297393-B2
US-2016275282-A1,US-2010205449-A1
US-2016205781-A1,US-2012020262-A1
US-2016283839-A1,US-2010169092-A1
US-2017267055-A1,US-2010045125-A1
US-2018070847-A1,US-2009264789-A1
US-2017265543-A1,US-8196221-B2
US-2018041810-A1,US-2010146560-A1
US-2017052374-A1,US-8224133-B2
US-2018080402-A1,US-2008129049-A1
US-2016193864-A1,US-2008124498-A1
US-2017257031-A1,US-2007290667-A1
US-2016193429-A1,US-7780649-B2
US-2018097365-A1,US-2010085783-A1
US-2017067232-A1,US-2008251131-A1
US-2018248086-A1,US-2009027814-A1
US-2016295952-A1,US-7845095-B2
US-2018029935-A1,US-2008007855-A1
US-2017266451-A1,US-7630768-B1
US-2016198369-A1,US-2007018341-A1
US-2016270812-A1,US-2008029574-A1
US-2016221212-A1,US-2008172856-A1
US-2016192942-A1,US-2007029946-A1
US-2017020715-A1,US-2008178888-A1
US-2016202479-A1,US-7508356-B2
US-2017052374-A1,US-2006011991-A1
US-2016310633-A1,US-2006021060-A1
US-2016193864-A1,US-7459259-B2
US-2016197109-A1,US-2006002788-A1
US-2018326768-A1,US-2005270325-A1
US-2016317152-A1,US-2005020563-A1
US-2016193429-A1,US-2005182394-A1
US-2017265914-A1,US-2007123879-A1
US-2016193429-A1,US-2006224144-A1
US-2016278443-A1,US-2004019969-A1
US-2018029936-A1,US-2004025073-A1
US-2018029935-A1,US-2004025073-A1
US-2018070156-A1,US-2003138252-A1
US-2018111738-A1,US-2003053721-A1
US-2016271463-A1,US-2002119828-A1
US-2016271377-A1,US-2001049494-A1
US-2016272351-A1,US-6705060-B1
US-2017270717-A1,US-6345239-B1
US-2018326768-A1,US-6637853-B1
US-2016195899-A1,US-6193546-B1
US-2016195899-A1,US-6339699-B1
US-2016271785-A1,US-6145151-A
US-2016281718-A1,US-5997261-A
US-2018042907-A1,US-5980945-A
US-2018076494-A1,US-5411077-A
US-2018066343-A1,US-5441554-A
US-2018029936-A1,US-5362323-A
US-2018029935-A1,US-5362323-A
US-2018076494-A1,US-4997032-A
US-2018078462-A1,US-4778448-A
US-2016193893-A1,US-4546617-A
US-2018112927-A1,US-3741293-A
US-2016274545-A1,US-2016104952-A1
US-2018049211-A1,US-2016021664-A1
US-2017214540-A1,US-2015355612-A1
US-2016277686-A1,US-2015334356-A1
